"ID","MASTERRECORDID","NAME","TYPE","PARENTID","BILLINGCITY","BILLINGSTATE","BILLINGCOUNTRY","WEBSITE","INDUSTRY","ANNUALREVENUE","OWNERID","CREATEDDATE","CREATEDBYID","STAGE__C","MARKETINGTIER__C","SUB_INDUSTRY__C","TARGET_ACCOUNT__C","MODEL_N_CUSTOMER__C","MARKETING_TARGET__C","STATUS"
"00100000003XPmEAAW","","TE Connectivity Ltd.","Manufacturer","","Berwyn","PA","USA","www.te.com","High Tech","1.3538E10","005000000072BkYAAU","2006-09-18T20:37:32.000Z","00500000006olBCAAY","0 - Target","A","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XPmFAAW","","Vicor Corporation","Manufacturer","","Andover","MA","USA","www.vicr.com","High Tech","2.42181E8","005000000072BkYAAU","2006-09-18T20:37:32.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XPmGAAW","","Virage Logic Corporation","Manufacturer","00100000003VXgBAAW","Fremont","CA","USA","www.viragelogic.com","High Tech","5.93E7","005000000072BkYAAU","2006-09-18T20:37:34.000Z","00500000006olBCAAY","0 - Target","B","Other","false","false","Target","Item queried and written successfully"
"00100000003XPmHAAW","","Vitesse Semiconductor","Manufacturer","","Camarillo","CA","United States","http://www.vitesse.com/","High Tech","1.26056E8","005000000072BkYAAU","2006-09-18T20:37:34.000Z","00500000006olBCAAY","0 - Target","B","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003XPmJAAW","","Zero G Systems","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-09-18T20:37:34.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XPmKAAW","","Zetex Semiconductors Plc","Manufacturer","00100000003VXcwAAG","Lancashire","England","United Kingdom","www.zetex.com","High Tech","9.45E7","005000000072BkYAAU","2006-09-18T20:37:34.000Z","00500000006olBCAAY","0 - Target","B","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003XPsyAAG","","Bridge-X Technology","Manufacturer","","Cranbury","NJ","USA","","Life Sciences","","00500000006oz7zAAA","2006-09-19T00:24:44.000Z","005000000071yAyAAI","0 - Target","","Pharma","false","false","Disqualified","Item queried and written successfully"
"00100000003XgkbAAC","","n2n commerce","Manufacturer","","Somerville","MA","USA","","High Tech","","005000000071vjbAAA","2006-10-16T18:29:18.000Z","005000000071yAyAAI","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Xiw5AAC","","KPMG LLP","Manufacturer","","Montvale","NJ","USA","","Life Sciences","","00500000004iOowAAE","2006-10-19T22:42:07.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Undetermined","Item queried and written successfully"
"00100000003Xk6XAAS","","Celerity","Manufacturer","","Allen","TX","USA","","High Tech","","005000000071vjbAAA","2006-10-24T00:22:11.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Xk7GAAS","","Dynaloy LLC","Other","","Indianapolis","IN","USA","http://www.dynaloy.com","High Tech","1.23E7","005000000071vjbAAA","2006-10-24T00:14:31.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Disqualified","Item queried and written successfully"
"00100000003Xk7ZAAS","","Laird Technologies, Inc.","Manufacturer","","Earth City","MO","United States","www.lairdtech.com","High Tech","1.0E9","005000000072BkYAAU","2006-10-24T00:16:49.000Z","00500000006olBCAAY","0 - Target","A","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XkLTAA0","","Identifi Technologies","Other","","West Middlesex","PA","USA","http://www.identifisemi.com/","High Tech","100000.0","005000000071vjbAAA","2006-10-24T18:06:53.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Disqualified","Item queried and written successfully"
"00100000003XkLUAA0","","JAFCO Ventures","Manufacturer","","Palo Alto","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:07:32.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkbIAAS","","Global Access Unlimited, Inc.","Manufacturer","","Largo","FL","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:04:04.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkbJAAS","","Turning Point Productions, LLC","Manufacturer","","Preston","WA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:07:56.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkcNAAS","","Three Five Compounds. Inc.","Manufacturer","","New York","NY","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:17:35.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkdoAAC","","Left Coast Instruments","Manufacturer","","Aptos","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:08:53.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkeDAAS","","Aviza","Manufacturer","","San Jose","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:31:47.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfGAAS","","PBI Performance Products, Inc.","Manufacturer","","Charlotte","NC","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:32:21.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfPAAS","","Empowerment House","Manufacturer","","Portland","OR","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:16:09.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfQAAS","","Johanson Dielectrics","Manufacturer","","Sylmar","CA","USA","www.johansondielectrics.com","High Tech","1.5456E7","005000000071vjbAAA","2006-10-24T18:16:39.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XkfRAAS","","media-lario technologies","Manufacturer","","Pleasanton","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:18:03.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfSAAS","","Thomas West, Inc.","Manufacturer","","Sunnyvale","CA","USA","www.thomaswest.com","High Tech","","005000000071vjbAAA","2006-10-24T18:18:31.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkftAAC","","ASE","Manufacturer","","Austin","TX","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:21:51.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfuAAC","","Zygo Corporation","Manufacturer","","Middlefield","CT","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:24:12.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkfvAAC","","BOC Edwards","Manufacturer","","Merrimack","NH","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:27:26.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Xkg7AAC","","Varian Semiconductor Equipment","Manufacturer","","Gloucester","MA","USA","http://www.vsea.com","High Tech","6.005E8","005000000071vjbAAA","2006-10-24T18:18:55.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Xkg8AAC","","Mulrimetrixs, LLC","Manufacturer","","Santa Clara","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:20:15.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgCAAS","","MagnaLynx Inc.","Manufacturer","","Ames","IA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:19:20.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgEAAS","","SV Probe","Manufacturer","","Gilbert","AZ","USA","http://www.svprobe.com/company.html","High Tech","500000.0","005000000072BkYAAU","2006-10-24T18:19:46.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XkgFAAS","","msystems, Inc.","Manufacturer","","Sunnyvale","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:20:47.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgGAAS","","Scanimetrics","Manufacturer","","Edmonton","AB","Canada","http://www.scanimetrics.com/","High Tech","","005000000071vjbAAA","2006-10-24T18:21:10.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgRAAS","","CADMV","Manufacturer","","Sacramento","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:21:33.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Disqualified","Item queried and written successfully"
"00100000003XkgTAAS","","Mattson Technology","Manufacturer","","Fremont","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:22:45.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgUAAS","","Entegris, Inc.","Manufacturer","","Billerica","MA","USA","http://www.entegris.com","High Tech","721536999.9999999","005000000072BkYAAU","2006-10-24T18:23:12.000Z","00500000006olBCAAY","0 - Target","A","Semiconductors","false","false","Target","Item queried and written successfully"
"00100000003XkgVAAS","","MIPS/FS2","Manufacturer","","Dallas","TX","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:23:49.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgbAAC","","Orthodyne Electronics","Manufacturer","","Irvine","CA","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:26:46.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkggAAC","","AIS","Manufacturer","","North Kingstown","RI","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:27:45.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XkgvAAC","","IMFTech","Manufacturer","","Lehi","UT","USA","","High Tech","","005000000071vjbAAA","2006-10-24T18:33:20.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003XqCEAA0","","All American Semiconductor, Inc.","Distributor","","Miami","FL","United States","http://www.allamerican.com/","Electronic Components & Accessories","4.713E8","005000000071vjbAAA","2006-11-03T19:00:52.000Z","005000000071z7WAAQ","0 - Target","","Electronic Components","false","false","Disqualified","Item queried and written successfully"
"00100000003XyDsAAK","","BAE Systems Electronics & Integrated Solutions","Manufacturer","","Nashua","NH","USA","http://www.eis.na.baesystems.com","High Tech","1.0E8","005000000072BkYAAU","2006-11-06T21:06:11.000Z","005000000071z7WAAQ","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003XzGHAA0","","Hynix Semiconductor Manufacturing America, Inc. (HSMA)","Manufacturer","00100000003Y0IHAA0","Eugene","OR","USA","http://www.hynixeugene.com","High Tech","5.0E8","005000000072BkYAAU","2006-11-08T17:36:12.000Z","005000000071z7WAAQ","0 - Target","A","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003Y04iAAC","","CSR Electronics Inc","Manufacturer","","","","USA","http://www.e-components.com","High Tech","","0050000000726E0AAI","2006-11-09T20:10:12.000Z","00500000006olBCAAY","0 - Target","","Other","true","false","Target","Item queried and written successfully"
"00100000003Y04jAAC","","Itautec America, Inc.","Manufacturer","","","","USA","http://www.itautecamerica.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:13.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y04kAAC","","Tatung Company of America, Inc.","Manufacturer","","Long Beach","CA","USA","www.tatungusa.com","High Tech","3.0E7","005000000072BkYAAU","2006-11-09T20:10:13.000Z","00500000006olBCAAY","0 - Target","B","OEM","true","false","Target","Item queried and written successfully"
"00100000003Y04lAAC","","Anaren, Inc.","Manufacturer","","East Syracuse","NY","United States","http://www.anaren.com/","High Tech","1.56346E8","005000000072BkYAAU","2006-11-09T20:10:13.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003Y04mAAC","","Shin-Etsu Handotai America Inc","Manufacturer","","","","USA","http://www.sehamerica.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:13.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y04nAAC","","Trident Microsystems, Inc.","Manufacturer","","SUNNYVALE","CA","United States","http://www.tridentmicro.com","High Tech","4.53049E8","005000000072BkYAAU","2006-11-09T20:10:14.000Z","00500000006olBCAAY","0 - Target","A","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003Y04oAAC","","Gould Electronics Inc.","Manufacturer","00100000004hvvwAAA","Chandler","AZ","USA","www.gould.com","High Tech","1.5E8","005000000072BkYAAU","2006-11-09T20:10:14.000Z","00500000006olBCAAY","0 - Target","B","Other","true","false","Target","Item queried and written successfully"
"00100000003Y04pAAC","","Siltronic Corporation","Manufacturer","","","","USA","http://www.siltronic.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:14.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y04qAAC","","Primus Pharmaceuticals, Inc.","Manufacturer","","Scottsdale","AZ","United States","www.primusrx.com","Pharmaceuticals Distribution & Wholesale","3.0E7","0050000000720faAAA","2006-11-09T20:10:15.000Z","00500000006olBCAAY","0 - Target","","Pharma","false","false","Target","Item queried and written successfully"
"00100000003Y04tAAC","","Data Device Corporation","Manufacturer","","Bohemia","NY","USA","www.ddc-web.com","High Tech","5.35E7","005000000071vjbAAA","2006-11-09T20:10:15.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003Y04uAAC","","CPI International, Inc.","Manufacturer","","Palo Alto","CA","USA","http://www.cpii.com","High Tech","3.207E8","005000000072BkYAAU","2006-11-09T20:10:15.000Z","00500000006olBCAAY","0 - Target","A","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003Y04vAAC","","Powerwave Technologies, Inc.","Manufacturer","","Santa Ana","CA","USA","www.powerwave.com","High Tech","9.4047E8","005000000071vjbAAA","2006-11-09T20:10:15.000Z","00500000006olBCAAY","0 - Target","A","Other","true","false","Target","Item queried and written successfully"
"00100000003Y04wAAC","","DDi Corp.","Manufacturer","","Anaheim","CA","USA","http://www.ddiglobal.com","High Tech","1.981E8","005000000072BkYAAU","2006-11-09T20:10:15.000Z","00500000006olBCAAY","0 - Target","B","OEM","false","false","Undetermined","Item queried and written successfully"
"00100000003Y04xAAC","","Taiyi Corp","Manufacturer","","","","USA","http://www.taiyicorp.com/","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y04yAAC","","International DisplayWorks, Inc.","Manufacturer","","","","USA","http://www.idwlcd.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y050AAC","","Globespanvirata, Inc","Manufacturer","","","","USA","www.globespanvirata.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y051AAC","","Nortech Systems Incorporated","Manufacturer","","","","USA","http://www.nortechsys.com","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y052AAC","","WIKA Instrument Corporation","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y053AAC","","Eagle Test Systems Inc.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y054AAC","","Summa Industries","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y055AAC","","ELECTRONIC SALESMASTERS","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Undetermined","Item queried and written successfully"
"00100000003Y056AAC","","Smith and Associates","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Undetermined","Item queried and written successfully"
"00100000003Y057AAC","","Credence Systems Corporation","Manufacturer","","Milpitas","CA","USA","http://www.credence.com","High Tech","4.293E8","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y058AAC","","Dankoff Solar Products Inc.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y059AAC","","Siegel-Robert Inc","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05AAAS","","VOLEX INC. (POWER CORD PRODUCTS)","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05BAAS","","Novellus Systems Inc.","Manufacturer","","San Jose","CA","USA","http://www.novellus.com","High Tech","1.3405E9","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05CAAS","","JAE Electronics Inc","Manufacturer","","","","USA","","High Tech","7.5E7","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","B","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05EAAS","","Arrow Electronics Inc","Distributor","","Englewood","CO","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05FAAS","","Agility Communications","Manufacturer","00100000003VUM3AAO","Santa Barbara","CA","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Disqualified","Item queried and written successfully"
"00100000003Y05GAAS","","Zeevo  Incorporated","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05HAAS","","Mellanox Technologies, Ltd.","Manufacturer","","Santa Clara","CA","USA","http://www.mellanox.com/","High Tech","2.92476E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","B","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003Y05IAAS","","UMEC INTERNATIONAL","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05JAAS","","QuickSilver Tech","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05KAAS","","Mitsubishi Electric & Electronics USA, Inc.","Manufacturer","","Cypress","CA","United States","www.mitsubishielectric-usa.com","High Tech","3.5E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003Y05LAAS","","Aluma-Form/Dixie Inc","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05MAAS","","Cymer Inc.","Manufacturer","","San Diego","CA","USA","www.cymer.com","High Tech","5.44E8","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05NAAS","","AKI ENTERPRISES","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05OAAS","","SELECT ELECTRONICS","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05PAAS","","Converge","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05QAAS","","LKG INDUSTRIES INC.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05SAAS","","Sparton Corporation","Manufacturer","","Jackson","MI","United States","http://www.sparton.com","Semiconductors","2.09418E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","Semiconductors","true","false","Disqualified","Item queried and written successfully"
"00100000003Y05TAAS","","Superior Essex Inc.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05UAAS","","Wells-Gardner Electronic Corp","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","General Industrial Machinery","true","false","Target","Item queried and written successfully"
"00100000003Y05VAAS","","Semiconductor Insigh","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05WAAS","","J-SQUARE MARKETING INC.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05XAAS","","Cavium Inc","Manufacturer","","San Jose,","CA","United States","www.cavium.com","Semiconductors","2.48378E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003Y05YAAS","","OSI Systems Inc. -  (Electronic Components)","Manufacturer","00100000003KcKdAAK","Hawthorne","CA","USA","www.osi-systems.com","High Tech","4.527E8","005000000072BkYAAU","2005-06-23T22:29:18.000Z","00500000006orCrAAI","0 - Target","A","Electronic Components","true","false","Target","Item queried and written successfully"
"00100000003Y05ZAAS","","Cognex Corporation","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05aAAC","","IBIS Technology Corp","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05bAAC","","Intergraph Corporation","Manufacturer","","Madison","AL","USA","www.intergraph.com","Computer Software","8.084E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","Software","false","false","Target","Item queried and written successfully"
"00100000003Y05cAAC","","RCD Compnents","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05dAAC","","Artisan Components","Manufacturer","00100000004Hbr4AAC","Sunnyvale","CA","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05eAAC","","Alien Technology Corp","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05fAAC","","FLIR Systems Inc.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05gAAC","","Contact Technologies Inc","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05hAAC","","Tri-Dim Filter Corp.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05jAAC","","Hubbell Incorporated","Manufacturer","","SHELTON","CT","United States","http://www.hubbell.com/","Electronic Components & Accessories","2.9373E9","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","Electronic Components","false","false","Target","Item queried and written successfully"
"00100000003Y05lAAC","","Ixia","Manufacturer","","Calabasas","CA","United States","http://www.ixiacom.com/","High Tech","2.76815E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","A","OEM","false","false","Target","Item queried and written successfully"
"00100000003Y05mAAC","","Kulicke and Soffa Industries Inc.","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05nAAC","","MINK ASSOCIATES","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Undetermined","Item queried and written successfully"
"00100000003Y05oAAC","","Anders Electronics","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05pAAC","","Clare, Inc.","Manufacturer","","","","USA","","High Tech","5479133.0","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","B","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05qAAC","","Actel Corporation","Manufacturer","00100000003VUNAAA4","Mountain View","CA","USA","http://www.actel.com","High Tech","2.06986E8","005000000072BkYAAU","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","B","Semiconductors","true","false","Target","Item queried and written successfully"
"00100000003Y05rAAC","","Asahi America Inc","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05sAAC","","Carrier Access Corporation","Manufacturer","","","","USA","","High Tech","","005000000071vjbAAA","2006-11-09T20:10:16.000Z","00500000006olBCAAY","0 - Target","","Other","false","false","Target","Item queried and written successfully"
"00100000003Y05tAAC","","HP Technology Solutions Group","Manufacturer","","Palo Alto","CA","USA","www.hp.com","High Tech","7.9905E10","005000000072BkYAAU","2005-09-27T16:59:27.000Z","00500000006owC3AAI","0 - Target","A","OEM","true","false","Target","Item queried and written successfully"
